Index,Time,uwTick
11694,131.011000,127565
11695,131.021000,127575
11696,131.032000,127586
11697,131.043000,127597
11698,131.053000,127607
11699,131.064000,127618
11700,131.074000,127628
11701,131.084000,127638
11702,131.095000,127649
11703,131.106000,127660
11704,131.118000,127672
11705,131.128000,127682
11706,131.139000,127693
11707,131.150000,127703
11708,131.160000,127714
11709,131.171000,127725
11710,131.182000,127735
11711,131.192000,127746
11712,131.202000,127756
11713,131.213000,127766
11714,131.223000,127777
11715,131.233000,127787
11716,131.244000,127798
11717,131.254000,127808
11718,131.265000,127819
11719,131.276000,127830
11720,131.286000,127840
11721,131.297000,127851
11722,131.307000,127861
11723,131.318000,127872
11724,131.329000,127883
11725,131.340000,127893
11726,131.350000,127904
11727,131.361000,127915
11728,131.371000,127925
11729,131.382000,127936
11730,131.392000,127946
11731,131.402000,127956
11732,131.412000,127967
11733,131.423000,127977
11734,131.435000,127989
11735,131.446000,127999
11736,131.456000,128010
11737,131.467000,128021
11738,131.479000,128033
11739,131.489000,128044
11740,131.501000,128055
11741,131.511000,128065
11742,131.522000,128076
11743,131.533000,128088
11744,131.546000,128100
11745,131.557000,128110
11746,131.567000,128121
11747,131.577000,128132
11748,131.588000,128141
11749,131.598000,128152
11750,131.608000,128162
11751,131.619000,128173
11752,131.629000,128183
11753,131.640000,128194
11754,131.651000,128205
11755,131.662000,128216
11756,131.673000,128227
11757,131.684000,128238
11758,131.695000,128249
11759,131.705000,128259
11760,131.716000,128270
11761,131.727000,128281
11762,131.738000,128292
11763,131.748000,128302
11764,131.758000,128313
11765,131.771000,128324
11766,131.781000,128335
11767,131.792000,128346
11768,131.802000,128356
11769,131.813000,128367
11770,131.823000,128377
11771,131.834000,128388
11772,131.845000,128399
11773,131.856000,128410
11774,131.866000,128420
11775,131.877000,128431
11776,131.888000,128442
11777,131.898000,128452
11778,131.909000,128463
11779,131.919000,128473
11780,131.930000,128484
11781,131.940000,128494
11782,131.951000,128505
11783,131.961000,128515
11784,131.972000,128526
11785,131.982000,128536
11786,131.992000,128546
11787,132.003000,128557
11788,132.014000,128568
11789,132.024000,128578
11790,132.035000,128589
11791,132.045000,128599
11792,132.056000,128610
11793,132.067000,128621
11794,132.077000,128631
11795,132.087000,128641
11796,132.098000,128652
11797,132.108000,128662
11798,132.118000,128672
11799,132.128000,128682
11800,132.138000,128692
11801,132.149000,128703
11802,132.159000,128713
11803,132.170000,128724
11804,132.181000,128735
11805,132.191000,128745
11806,132.202000,128756
11807,132.213000,128767
11808,132.223000,128777
11809,132.234000,128788
11810,132.245000,128799
11811,132.256000,128810
11812,132.267000,128821
11813,132.278000,128832
11814,132.288000,128842
11815,132.299000,128854
11816,132.311000,128865
11817,132.321000,128875
11818,132.332000,128886
11819,132.343000,128897
11820,132.353000,128907
11821,132.364000,128918
11822,132.375000,128929
11823,132.385000,128939
11824,132.396000,128950
11825,132.406000,128960
11826,132.417000,128971
11827,132.428000,128982
11828,132.439000,128993
11829,132.450000,129004
11830,132.460000,129014
11831,132.471000,129025
11832,132.482000,129036
11833,132.492000,129046
11834,132.502000,129056
11835,132.513000,129067
11836,132.524000,129078
11837,132.535000,129089
11838,132.545000,129099
11839,132.555000,129109
11840,132.565000,129120
11841,132.576000,129130
11842,132.587000,129141
11843,132.597000,129151
11844,132.607000,129161
11845,132.618000,129172
11846,132.628000,129182
11847,132.639000,129193
11848,132.649000,129203
11849,132.659000,129213
11850,132.669000,129223
11851,132.679000,129233
11852,132.690000,129244
11853,132.701000,129255
11854,132.713000,129267
11855,132.723000,129277
11856,132.733000,129288
11857,132.744000,129298
11858,132.754000,129309
11859,132.765000,129319
11860,132.776000,129330
11861,132.787000,129341
11862,132.797000,129351
11863,132.808000,129362
11864,132.818000,129372
11865,132.829000,129383
11866,132.840000,129394
11867,132.850000,129404
11868,132.861000,129415
11869,132.872000,129426
11870,132.883000,129437
11871,132.893000,129448
11872,132.904000,129458
11873,132.915000,129469
11874,132.926000,129480
11875,132.936000,129490
11876,132.948000,129502
11877,132.959000,129513
11878,132.970000,129524
11879,132.980000,129534
11880,132.991000,129545
11881,133.001000,129555
11882,133.011000,129565
11883,133.022000,129576
11884,133.033000,129587
11885,133.043000,129597
11886,133.054000,129608
11887,133.065000,129619
11888,133.075000,129629
11889,133.086000,129640
11890,133.097000,129651
11891,133.107000,129661
11892,133.118000,129672
11893,133.129000,129683
11894,133.140000,129694
11895,133.150000,129704
11896,133.160000,129714
11897,133.170000,129724
11898,133.181000,129735
11899,133.192000,129746
11900,133.203000,129757
11901,133.214000,129768
11902,133.225000,129779
11903,133.235000,129789
11904,133.246000,129800
11905,133.257000,129811
11906,133.267000,129821
11907,133.278000,129832
11908,133.288000,129842
11909,133.298000,129852
11910,133.309000,129863
11911,133.320000,129874
11912,133.330000,129884
11913,133.341000,129895
11914,133.352000,129906
11915,133.363000,129917
11916,133.374000,129928
11917,133.384000,129938
11918,133.394000,129948
11919,133.405000,129959
11920,133.416000,129970
11921,133.426000,129980
11922,133.437000,129991
11923,133.448000,130002
11924,133.458000,130013
11925,133.470000,130024
11926,133.481000,130035
11927,133.492000,130046
11928,133.502000,130056
11929,133.512000,130067
11930,133.523000,130077
11931,133.534000,130088
11932,133.544000,130098
11933,133.555000,130109
11934,133.565000,130119
11935,133.576000,130130
11936,133.586000,130140
11937,133.597000,130151
11938,133.608000,130162
11939,133.618000,130172
11940,133.629000,130183
11941,133.639000,130193
11942,133.649000,130203
11943,133.660000,130214
11944,133.671000,130225
11945,133.681000,130235
11946,133.692000,130246
11947,133.703000,130257
11948,133.714000,130268
11949,133.724000,130278
11950,133.734000,130288
11951,133.745000,130299
11952,133.756000,130310
11953,133.767000,130321
11954,133.777000,130331
11955,133.788000,130342
11956,133.799000,130353
11957,133.809000,130363
11958,133.820000,130374
11959,133.831000,130385
11960,133.841000,130395
11961,133.851000,130405
11962,133.861000,130415
11963,133.872000,130426
11964,133.883000,130437
11965,133.893000,130448
11966,133.904000,130458
11967,133.914000,130468
11968,133.924000,130478
11969,133.935000,130489
11970,133.946000,130500
11971,133.958000,130512
11972,133.969000,130523
11973,133.979000,130533
11974,133.989000,130543
11975,134.000000,130554
11976,134.011000,130565
11977,134.021000,130575
11978,134.032000,130586
11979,134.043000,130597
11980,134.053000,130607
11981,134.064000,130618
11982,134.075000,130629
11983,134.086000,130640
11984,134.097000,130651
11985,134.107000,130661
11986,134.118000,130672
11987,134.129000,130683
11988,134.140000,130694
11989,134.150000,130704
11990,134.161000,130715
11991,134.171000,130725
11992,134.182000,130736
11993,134.192000,130746
11994,134.203000,130757
11995,134.214000,130768
11996,134.225000,130779
11997,134.236000,130790
11998,134.247000,130801
11999,134.257000,130811
12000,134.267000,130821
12001,134.278000,130832
12002,134.289000,130843
12003,134.300000,130854
12004,134.310000,130864
12005,134.320000,130874
12006,134.331000,130885
12007,134.342000,130896
12008,134.353000,130907
12009,134.364000,130918
12010,134.375000,130929
12011,134.386000,130940
12012,134.397000,130951
12013,134.408000,130962
12014,134.418000,130972
12015,134.429000,130983
12016,134.440000,130994
12017,134.451000,131005
12018,134.462000,131016
12019,134.472000,131026
12020,134.483000,131037
12021,134.494000,131048
12022,134.504000,131058
12023,134.515000,131069
12024,134.525000,131079
12025,134.536000,131090
12026,134.547000,131101
12027,134.558000,131112
12028,134.568000,131123
12029,134.579000,131133
12030,134.590000,131144
12031,134.601000,131155
12032,134.611000,131165
12033,134.621000,131175
12034,134.631000,131185
12035,134.642000,131196
12036,134.652000,131206
12037,134.662000,131216
12038,134.673000,131227
12039,134.684000,131238
12040,134.695000,131249
12041,134.705000,131259
12042,134.716000,131270
12043,134.727000,131281
12044,134.737000,131291
12045,134.748000,131302
12046,134.758000,131312
12047,134.768000,131322
12048,134.779000,131333
12049,134.789000,131343
12050,134.800000,131354
12051,134.810000,131364
12052,134.821000,131375
12053,134.832000,131386
12054,134.843000,131397
12055,134.854000,131408
12056,134.865000,131419
12057,134.875000,131429
12058,134.886000,131440
12059,134.896000,131450
12060,134.907000,131461
12061,134.917000,131471
12062,134.927000,131481
12063,134.938000,131492
12064,134.948000,131502
12065,134.959000,131513
12066,134.970000,131524
12067,134.980000,131534
12068,134.990000,131544
12069,135.000000,131554
12070,135.012000,131566
12071,135.022000,131576
12072,135.033000,131587
12073,135.043000,131598
12074,135.053000,131607
12075,135.065000,131619
12076,135.075000,131629
12077,135.085000,131639
12078,135.096000,131651
12079,135.107000,131661
12080,135.118000,131672
12081,135.128000,131682
12082,135.139000,131693
12083,135.149000,131703
12084,135.159000,131713
12085,135.169000,131723
12086,135.180000,131734
12087,135.191000,131745
12088,135.201000,131755
12089,135.212000,131766
12090,135.222000,131776
12091,135.233000,131787
12092,135.243000,131797
12093,135.254000,131808
12094,135.264000,131818
12095,135.275000,131829
12096,135.285000,131839
12097,135.296000,131850
12098,135.306000,131860
12099,135.317000,131871
12100,135.328000,131882
12101,135.339000,131893
12102,135.349000,131903
12103,135.360000,131914
12104,135.370000,131924
12105,135.381000,131935
12106,135.392000,131946
12107,135.403000,131957
12108,135.414000,131968
12109,135.425000,131979
12110,135.435000,131989
12111,135.446000,132000
12112,135.456000,132010
12113,135.467000,132021
12114,135.477000,132031
12115,135.488000,132042
12116,135.499000,132053
12117,135.509000,132064
12118,135.519000,132073
12119,135.530000,132085
12120,135.540000,132095
12121,135.551000,132105
12122,135.562000,132116
12123,135.572000,132126
12124,135.583000,132137
12125,135.594000,132148
12126,135.605000,132159
12127,135.615000,132169
12128,135.625000,132180
12129,135.636000,132190
12130,135.647000,132201
12131,135.657000,132211
12132,135.667000,132222
12133,135.678000,132232
12134,135.689000,132243
12135,135.700000,132254
12136,135.710000,132264
12137,135.721000,132275
12138,135.731000,132285
12139,135.742000,132296
12140,135.753000,132308
12141,135.764000,132318
12142,135.775000,132329
12143,135.786000,132340
12144,135.796000,132351
12145,135.807000,132361
12146,135.817000,132371
12147,135.828000,132382
12148,135.838000,132392
12149,135.848000,132403
12150,135.860000,132414
12151,135.871000,132425
12152,135.882000,132436
12153,135.893000,132447
12154,135.904000,132458
12155,135.915000,132469
12156,135.926000,132480
12157,135.937000,132491
12158,135.948000,132502
12159,135.959000,132513
12160,135.969000,132523
12161,135.980000,132534
12162,135.991000,132545
12163,136.003000,132557
12164,136.014000,132568
12165,136.025000,132579
12166,136.036000,132590
12167,136.046000,132600
12168,136.057000,132611
12169,136.067000,132621
12170,136.077000,132631
12171,136.088000,132642
12172,136.099000,132653
12173,136.109000,132663
12174,136.119000,132673
12175,136.130000,132684
12176,136.141000,132695
12177,136.152000,132706
12178,136.162000,132716
12179,136.173000,132727
12180,136.184000,132738
12181,136.195000,132749
12182,136.206000,132760
12183,136.217000,132771
12184,136.227000,132781
12185,136.238000,132792
12186,136.248000,132802
12187,136.259000,132813
12188,136.269000,132823
12189,136.280000,132834
12190,136.290000,132844
12191,136.301000,132855
12192,136.311000,132865
12193,136.321000,132875
12194,136.332000,132886
12195,136.343000,132897
12196,136.355000,132909
12197,136.366000,132920
12198,136.377000,132931
12199,136.387000,132941
12200,136.398000,132952
12201,136.409000,132963
12202,136.420000,132974
12203,136.431000,132985
12204,136.442000,132996
12205,136.453000,133007
12206,136.464000,133018
12207,136.474000,133028
12208,136.485000,133039
12209,136.495000,133049
12210,136.505000,133060
12211,136.518000,133072
12212,136.528000,133083
12213,136.540000,133094
12214,136.551000,133105
12215,136.561000,133115
12216,136.571000,133125
12217,136.581000,133136
12218,136.593000,133147
12219,136.604000,133158
12220,136.614000,133168
12221,136.625000,133179
12222,136.636000,133190
12223,136.646000,133200
12224,136.657000,133211
12225,136.668000,133223
12226,136.679000,133233
12227,136.689000,133243
12228,136.700000,133254
12229,136.710000,133264
12230,136.720000,133274
12231,136.731000,133285
12232,136.741000,133295
12233,136.751000,133305
12234,136.762000,133316
12235,136.772000,133326
12236,136.783000,133337
12237,136.794000,133348
12238,136.804000,133359
12239,136.815000,133369
12240,136.826000,133380
12241,136.836000,133391
12242,136.847000,133401
12243,136.858000,133412
12244,136.868000,133422
12245,136.878000,133433
12246,136.889000,133443
12247,136.899000,133454
12248,136.910000,133465
12249,136.921000,133475
12250,136.931000,133485
12251,136.942000,133496
12252,136.953000,133507
12253,136.964000,133518
12254,136.975000,133529
12255,136.985000,133539
12256,136.996000,133550
12257,137.006000,133560
12258,137.017000,133571
12259,137.028000,133582
12260,137.039000,133593
12261,137.049000,133604
12262,137.061000,133615
12263,137.071000,133625
12264,137.081000,133635
12265,137.092000,133646
12266,137.103000,133657
12267,137.114000,133668
12268,137.124000,133678
12269,137.134000,133688
12270,137.145000,133699
12271,137.156000,133711
12272,137.167000,133722
12273,137.178000,133732
12274,137.189000,133743
12275,137.199000,133753
12276,137.209000,133763
12277,137.219000,133773
12278,137.229000,133784
12279,137.241000,133796
12280,137.251000,133806
12281,137.263000,133817
12282,137.274000,133828
12283,137.284000,133838
12284,137.295000,133849
12285,137.305000,133859
12286,137.316000,133870
12287,137.327000,133881
12288,137.338000,133892
12289,137.348000,133903
12290,137.359000,133914
12291,137.369000,133924
12292,137.380000,133934
12293,137.391000,133945
12294,137.402000,133956
12295,137.412000,133966
12296,137.422000,133976
12297,137.433000,133987
12298,137.444000,133998
12299,137.455000,134009
12300,137.466000,134020
12301,137.476000,134031
12302,137.487000,134041
12303,137.497000,134051
12304,137.507000,134061
12305,137.517000,134071
12306,137.528000,134082
12307,137.539000,134093
12308,137.550000,134104
12309,137.560000,134115
12310,137.571000,134125
12311,137.582000,134136
12312,137.592000,134147
12313,137.603000,134158
12314,137.614000,134168
12315,137.624000,134178
12316,137.635000,134189
12317,137.646000,134200
12318,137.656000,134211
12319,137.667000,134222
12320,137.678000,134233
12321,137.689000,134243
12322,137.699000,134253
12323,137.710000,134264
12324,137.721000,134275
12325,137.731000,134285
12326,137.742000,134296
12327,137.752000,134306
12328,137.762000,134317
12329,137.774000,134328
12330,137.785000,134339
12331,137.796000,134350
12332,137.807000,134361
12333,137.818000,134372
12334,137.828000,134383
12335,137.839000,134393
12336,137.849000,134403
12337,137.859000,134414
12338,137.871000,134425
12339,137.882000,134436
12340,137.893000,134447
12341,137.903000,134457
12342,137.914000,134468
12343,137.925000,134479
12344,137.936000,134490
12345,137.947000,134501
12346,137.958000,134512
12347,137.968000,134522
12348,137.979000,134533
12349,137.990000,134544
12350,138.000000,134554
12351,138.011000,134565
12352,138.022000,134576
12353,138.032000,134586
12354,138.043000,134597
12355,138.054000,134608
12356,138.064000,134618
12357,138.075000,134629
12358,138.085000,134640
12359,138.095000,134650
12360,138.107000,134661
12361,138.117000,134671
12362,138.128000,134682
12363,138.140000,134694
12364,138.151000,134705
12365,138.161000,134715
12366,138.171000,134726
12367,138.182000,134736
12368,138.192000,134747
12369,138.203000,134757
12370,138.213000,134767
12371,138.223000,134778
12372,138.234000,134788
12373,138.245000,134799
12374,138.256000,134810
12375,138.266000,134820
12376,138.276000,134830
12377,138.286000,134841
12378,138.297000,134851
12379,138.308000,134863
12380,138.320000,134874
12381,138.330000,134884
12382,138.340000,134895
12383,138.351000,134905
12384,138.361000,134915
12385,138.372000,134926
12386,138.382000,134936
12387,138.393000,134947
12388,138.403000,134957
12389,138.413000,134968
12390,138.424000,134978
12391,138.435000,134989
12392,138.446000,135000
12393,138.457000,135011
12394,138.467000,135021
12395,138.478000,135032
12396,138.489000,135043
12397,138.499000,135053
12398,138.509000,135064
12399,138.520000,135074
12400,138.530000,135084
12401,138.541000,135095
12402,138.552000,135106
12403,138.563000,135117
12404,138.573000,135127
12405,138.584000,135138
12406,138.595000,135149
12407,138.606000,135160
12408,138.616000,135170
12409,138.627000,135182
12410,138.638000,135193
12411,138.650000,135205
12412,138.660000,135215
12413,138.671000,135225
12414,138.681000,135235
12415,138.691000,135245
12416,138.702000,135256
12417,138.713000,135268
12418,138.723000,135277
12419,138.734000,135288
12420,138.745000,135299
12421,138.755000,135310
12422,138.767000,135321
12423,138.777000,135331
12424,138.788000,135342
12425,138.799000,135353
12426,138.810000,135364
12427,138.821000,135375
12428,138.831000,135385
12429,138.842000,135396
12430,138.852000,135407
12431,138.863000,135417
12432,138.873000,135428
12433,138.884000,135438
12434,138.894000,135448
12435,138.904000,135458
12436,138.914000,135468
12437,138.924000,135478
12438,138.934000,135489
12439,138.945000,135500
12440,138.956000,135510
12441,138.966000,135521
12442,138.977000,135532
12443,138.988000,135542
12444,138.998000,135553
12445,139.009000,135564
12446,139.020000,135574
12447,139.032000,135586
12448,139.042000,135596
12449,139.052000,135607
12450,139.063000,135618
12451,139.073000,135627
12452,139.083000,135638
12453,139.094000,135648
12454,139.104000,135658
12455,139.115000,135669
12456,139.126000,135680
12457,139.136000,135690
12458,139.147000,135701
12459,139.158000,135713
12460,139.169000,135724
12461,139.180000,135734
12462,139.190000,135745
12463,139.201000,135755
12464,139.211000,135766
12465,139.223000,135777
12466,139.233000,135787
12467,139.244000,135798
12468,139.254000,135808
12469,139.265000,135819
12470,139.275000,135829
12471,139.287000,135841
12472,139.298000,135852
12473,139.309000,135864
12474,139.320000,135875
12475,139.331000,135886
12476,139.341000,135896
12477,139.352000,135906
12478,139.363000,135917
12479,139.374000,135928
12480,139.384000,135939
12481,139.395000,135950
12482,139.406000,135961
12483,139.417000,135972
12484,139.427000,135982
12485,139.438000,135993
12486,139.449000,136004
12487,139.460000,136015
12488,139.471000,136026
12489,139.482000,136036
12490,139.492000,136047
12491,139.504000,136058
12492,139.514000,136068
12493,139.524000,136079
12494,139.535000,136089
12495,139.545000,136099
12496,139.556000,136111
12497,139.568000,136122
12498,139.578000,136133
12499,139.590000,136144
12500,139.601000,136155
12501,139.611000,136165
12502,139.621000,136175
12503,139.632000,136186
12504,139.643000,136197
12505,139.654000,136208
12506,139.664000,136218
12507,139.674000,136229
12508,139.685000,136239
12509,139.696000,136250
12510,139.706000,136260
12511,139.716000,136271
12512,139.728000,136282
12513,139.738000,136293
12514,139.749000,136303
12515,139.759000,136314
12516,139.771000,136325
12517,139.782000,136336
12518,139.794000,136348
12519,139.804000,136358
12520,139.815000,136369
12521,139.825000,136380
12522,139.837000,136391
12523,139.847000,136401
12524,139.857000,136412
12525,139.868000,136423
12526,139.879000,136433
12527,139.890000,136445
12528,139.901000,136455
12529,139.912000,136466
12530,139.922000,136476
12531,139.932000,136487
12532,139.942000,136497
12533,139.953000,136508
12534,139.964000,136518
12535,139.974000,136528
12536,139.984000,136539
12537,139.995000,136549
12538,140.006000,136560
12539,140.017000,136571
12540,140.028000,136582
12541,140.038000,136592
12542,140.048000,136602
12543,140.059000,136614
12544,140.070000,136624
12545,140.080000,136634
12546,140.091000,136645
12547,140.101000,136655
12548,140.111000,136665
12549,140.122000,136676
12550,140.132000,136687
12551,140.142000,136697
12552,140.153000,136708
12553,140.164000,136718
12554,140.175000,136730
12555,140.186000,136741
12556,140.197000,136751
12557,140.207000,136762
12558,140.218000,136773
12559,140.229000,136783
12560,140.239000,136794
12561,140.249000,136804
12562,140.260000,136814
12563,140.270000,136824
12564,140.281000,136836
12565,140.292000,136846
12566,140.302000,136857
12567,140.314000,136868
12568,140.325000,136879
12569,140.336000,136890
12570,140.346000,136900
12571,140.357000,136911
12572,140.367000,136922
12573,140.377000,136932
12574,140.388000,136942
12575,140.399000,136954
12576,140.410000,136965
12577,140.423000,136977
12578,140.433000,136987
12579,140.443000,136997
12580,140.454000,137008
12581,140.465000,137019
12582,140.477000,137031
12583,140.487000,137041
12584,140.498000,137053
12585,140.509000,137064
12586,140.520000,137075
12587,140.531000,137086
12588,140.542000,137097
12589,140.553000,137107
12590,140.564000,137118
12591,140.574000,137128
12592,140.586000,137140
12593,140.597000,137151
12594,140.607000,137161
12595,140.617000,137171
12596,140.627000,137182
12597,140.638000,137192
12598,140.648000,137203
12599,140.660000,137215
12600,140.671000,137225
12601,140.682000,137236
12602,140.692000,137246
12603,140.703000,137257
12604,140.713000,137268
12605,140.724000,137278
12606,140.734000,137289
12607,140.745000,137299
12608,140.756000,137310
12609,140.766000,137320
12610,140.777000,137331
12611,140.787000,137341
12612,140.798000,137352
12613,140.809000,137363
12614,140.819000,137373
12615,140.830000,137384
12616,140.841000,137396
12617,140.852000,137406
12618,140.863000,137418
12619,140.874000,137428
12620,140.884000,137439
12621,140.895000,137449
12622,140.906000,137460
12623,140.917000,137471
12624,140.927000,137481
12625,140.937000,137491
12626,140.947000,137502
12627,140.957000,137512
12628,140.969000,137523
12629,140.979000,137533
12630,140.989000,137543
12631,141.000000,137554
12632,141.011000,137565
12633,141.021000,137576
12634,141.032000,137586
12635,141.043000,137597
12636,141.053000,137607
12637,141.063000,137618
12638,141.075000,137630
12639,141.086000,137640
12640,141.096000,137651
12641,141.107000,137662
12642,141.118000,137672
12643,141.128000,137683
12644,141.139000,137693
12645,141.149000,137703
12646,141.159000,137713
12647,141.170000,137724
12648,141.181000,137735
12649,141.191000,137746
12650,141.203000,137757
12651,141.214000,137768
12652,141.225000,137779
12653,141.236000,137790
12654,141.246000,137800
12655,141.257000,137811
12656,141.269000,137823
12657,141.279000,137834
12658,141.290000,137845
12659,141.300000,137854
12660,141.311000,137866
12661,141.323000,137878
12662,141.335000,137889
12663,141.346000,137900
12664,141.357000,137911
12665,141.368000,137922
12666,141.379000,137933
12667,141.389000,137944
12668,141.400000,137955
12669,141.411000,137965
12670,141.421000,137976
12671,141.432000,137986
12672,141.442000,137997
12673,141.453000,138008
12674,141.465000,138020
12675,141.476000,138031
12676,141.487000,138042
12677,141.498000,138053
12678,141.509000,138063
12679,141.520000,138074
12680,141.530000,138084
12681,141.541000,138095
12682,141.552000,138106
12683,141.563000,138117
12684,141.574000,138128
12685,141.585000,138139
12686,141.602000,138156
12687,141.612000,138166
12688,141.622000,138177
12689,141.633000,138188
12690,141.643000,138198
12691,141.654000,138209
12692,141.665000,138219
12693,141.676000,138230
12694,141.687000,138241
12695,141.698000,138252
12696,141.708000,138262
12697,141.719000,138273
12698,141.729000,138284
12699,141.740000,138294
12700,141.750000,138305
12701,141.761000,138315
12702,141.771000,138326
12703,141.781000,138336
12704,141.792000,138347
12705,141.804000,138359
12706,141.815000,138369
12707,141.826000,138380
12708,141.836000,138390
12709,141.846000,138400
12710,141.857000,138412
12711,141.870000,138424
12712,141.881000,138435
12713,141.892000,138446
12714,141.902000,138456
12715,141.913000,138467
12716,141.923000,138477
12717,141.934000,138488
12718,141.944000,138498
12719,141.954000,138509
12720,141.967000,138521
12721,141.977000,138531
12722,141.988000,138542
12723,141.999000,138553
12724,142.010000,138564
12725,142.020000,138574
12726,142.031000,138585
12727,142.042000,138596
12728,142.052000,138606
12729,142.062000,138617
12730,142.072000,138627
12731,142.083000,138638
12732,142.094000,138648
12733,142.104000,138658
12734,142.115000,138669
12735,142.125000,138679
12736,142.135000,138689
12737,142.146000,138701
12738,142.157000,138712
12739,142.168000,138722
12740,142.179000,138733
12741,142.190000,138744
12742,142.200000,138754
12743,142.210000,138765
12744,142.221000,138775
12745,142.232000,138786
12746,142.243000,138797
12747,142.254000,138808
12748,142.264000,138818
12749,142.275000,138829
12750,142.286000,138841
12751,142.296000,138851
12752,142.308000,138862
12753,142.319000,138873
12754,142.329000,138883
12755,142.340000,138895
12756,142.351000,138905
12757,142.361000,138916
12758,142.372000,138926
12759,142.383000,138937
12760,142.394000,138948
12761,142.405000,138959
12762,142.415000,138969
12763,142.425000,138979
12764,142.437000,138991
12765,142.448000,139002
12766,142.458000,139012
12767,142.468000,139022
12768,142.478000,139033
12769,142.489000,139043
12770,142.499000,139054
12771,142.510000,139064
12772,142.520000,139074
12773,142.530000,139084
12774,142.540000,139095
12775,142.552000,139106
12776,142.563000,139117
12777,142.574000,139129
12778,142.585000,139139
12779,142.595000,139149
12780,142.605000,139159
12781,142.617000,139171
12782,142.627000,139182
12783,142.638000,139193
12784,142.649000,139203
12785,142.660000,139214
12786,142.671000,139225
12787,142.681000,139236
12788,142.692000,139246
12789,142.703000,139257
12790,142.713000,139267
12791,142.724000,139278
12792,142.734000,139289
12793,142.745000,139300
12794,142.757000,139311
12795,142.767000,139322
12796,142.778000,139333
12797,142.789000,139344
12798,142.799000,139354
12799,142.811000,139365
12800,142.822000,139376
12801,142.833000,139387
12802,142.843000,139397
12803,142.854000,139408
12804,142.864000,139419
12805,142.875000,139429
12806,142.885000,139439
12807,142.896000,139451
12808,142.907000,139461
12809,142.918000,139472
12810,142.928000,139482
12811,142.938000,139493
12812,142.949000,139503
12813,142.959000,139513
12814,142.969000,139523
12815,142.980000,139534
12816,142.991000,139545
12817,143.001000,139556
12818,143.011000,139566
12819,143.022000,139577
12820,143.033000,139587
12821,143.044000,139598
12822,143.054000,139608
12823,143.065000,139620
12824,143.075000,139630
12825,143.086000,139640
12826,143.096000,139650
12827,143.107000,139661
12828,143.117000,139672
12829,143.128000,139682
12830,143.138000,139692
12831,143.148000,139702
12832,143.159000,139713
12833,143.169000,139724
12834,143.180000,139735
12835,143.192000,139746
12836,143.203000,139757
12837,143.214000,139768
12838,143.224000,139779
12839,143.235000,139790
12840,143.246000,139800
12841,143.257000,139812
12842,143.267000,139822
12843,143.279000,139833
12844,143.289000,139844
12845,143.300000,139854
12846,143.310000,139864
12847,143.321000,139875
12848,143.331000,139886
12849,143.341000,139896
12850,143.352000,139906
12851,143.363000,139917
12852,143.373000,139927
12853,143.383000,139937
12854,143.394000,139948
12855,143.404000,139959
12856,143.415000,139969
12857,143.425000,139979
12858,143.436000,139990
12859,143.447000,140001
12860,143.458000,140012
12861,143.469000,140023
12862,143.479000,140033
12863,143.489000,140044
12864,143.500000,140055
12865,143.511000,140065
12866,143.521000,140076
12867,143.533000,140087
12868,143.543000,140098
12869,143.554000,140108
12870,143.565000,140120
12871,143.576000,140130
12872,143.586000,140141
12873,143.597000,140152
12874,143.608000,140162
12875,143.618000,140172
12876,143.630000,140184
12877,143.640000,140194
12878,143.651000,140205
12879,143.662000,140217
12880,143.672000,140227
12881,143.683000,140238
12882,143.694000,140249
12883,143.705000,140261
12884,143.718000,140272
12885,143.729000,140283
12886,143.740000,140295
12887,143.751000,140305
12888,143.762000,140316
12889,143.773000,140328
12890,143.783000,140337
12891,143.793000,140347
12892,143.804000,140359
12893,143.815000,140369
12894,143.825000,140380
12895,143.836000,140390
12896,143.846000,140401
12897,143.856000,140411
12898,143.867000,140422
12899,143.878000,140432
12900,143.889000,140443
12901,143.899000,140454
12902,143.909000,140464
12903,143.920000,140474
12904,143.930000,140484
12905,143.940000,140495
12906,143.951000,140506
12907,143.962000,140517
12908,143.972000,140527
12909,143.984000,140538
12910,143.994000,140549
12911,144.004000,140559
12912,144.015000,140569
12913,144.025000,140580
12914,144.037000,140591
12915,144.048000,140602
12916,144.059000,140613
12917,144.069000,140624
12918,144.080000,140635
12919,144.092000,140647
12920,144.104000,140658
12921,144.115000,140669
12922,144.126000,140680
12923,144.137000,140692
12924,144.148000,140703
12925,144.159000,140714
12926,144.170000,140724
12927,144.181000,140736
12928,144.192000,140746
12929,144.202000,140757
12930,144.213000,140767
12931,144.224000,140778
12932,144.234000,140789
12933,144.244000,140799
12934,144.255000,140810
12935,144.265000,140820
12936,144.277000,140831
12937,144.287000,140842
12938,144.298000,140852
12939,144.308000,140862
12940,144.318000,140873
12941,144.330000,140885
12942,144.342000,140896
12943,144.352000,140907
12944,144.362000,140917
12945,144.373000,140928
12946,144.384000,140939
12947,144.395000,140949
12948,144.406000,140960
12949,144.417000,140972
12950,144.428000,140982
12951,144.438000,140993
12952,144.449000,141004
12953,144.460000,141014
12954,144.470000,141024
12955,144.480000,141035
12956,144.491000,141045
12957,144.501000,141058
12958,144.514000,141068
12959,144.525000,141079
12960,144.536000,141091
12961,144.548000,141102
12962,144.559000,141113
12963,144.569000,141124
12964,144.579000,141134
